t,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63,theta64,theta65,theta66,theta67,theta68,theta69,theta70,theta71,theta72,theta73,theta74,theta75,theta76,theta77,theta78,theta79,theta80,theta81,theta82,theta83,theta84,theta85,theta86,theta87,theta88,theta89,theta90,theta91,theta92,theta93,theta94,theta95,theta96,theta97,theta98,theta99
0,2.7646015351590183,4.0212385965949355,0.3769911184307752,5.340707511102649,4.461061568097507,2.8274333882308142,1.0053096491487339,3.7070793312359562,3.0787608005179976,2.9530970943744057,5.906194188748811,0.5654866776461628,5.6548667764616285,3.769911184307752,3.392920065876977,5.403539364174445,1.1309733552923256,0.7539822368615504,3.832743037379548,5.277875658030853,4.838052686528282,1.4451326206513049,0.12566370614359174,3.455751918948773,3.1415926535897936,2.199114857512855,4.272566008882119,5.969026041820608,4.523893421169302,4.084070449666731,2.5132741228718345,1.9477874452256718,3.0159289474462017,4.649557127312894,4.900884539600078,6.094689747964199,2.6389378290154264,0.4398229715025711,4.775220833456486,4.586725274241099,5.717698629533424,1.2566370614359172,2.1362830044410597,2.261946710584651,0.6911503837897546,2.7017696820872223,5.843362335677016,1.5707963267948968,3.267256359733385,4.71238898038469,6.157521601035995,3.5814156250923643,3.6442474781641603,3.9584067435231396,5.089380098815465,5.46637121724624,1.5079644737231008,3.518583772020569,1.6964600329384885,2.0734511513692637,5.215043804959057,0.6283185307179586,6.031857894892403,1.7592918860102844,0.1884955592153876,6.220353454107791,1.1938052083641215,1.6336281798666925,5.152211951887261,1.884955592153876,0.0,2.324778563656447,3.330088212805181,0.5026548245743669,1.0681415022205298,3.204424506661589,0.06283185307179587,5.529203070318037,0.942477796076938,2.0106192982974678,2.387610416728243,1.3823007675795091,3.8955748904513436,4.9637163926718735,4.39822971502571,0.3141592653589793,0.25132741228718347,4.335397861953915,2.450442269800039,4.1469023027385274,2.5761059759436304,5.592034923389832,0.8168140899333463,1.3194689145077132,2.8902652413026098,0.8796459430051422,4.209734155810323,1.8221237390820801,5.7805304826052195,5.026548245743669
