t,r,psi,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63,theta64,theta65,theta66,theta67,theta68,theta69,theta70,theta71,theta72,theta73,theta74,theta75,theta76,theta77,theta78,theta79,theta80,theta81,theta82,theta83,theta84,theta85,theta86,theta87,theta88,theta89,theta90,theta91,theta92,theta93,theta94,theta95,theta96,theta97,theta98,theta99
0,3.116544544127953e-17,-0.07130746478529032,2.7646015351590183,3.8955748904513436,0.8796459430051422,1.0681415022205298,5.46637121724624,0.3769911184307752,1.884955592153876,3.267256359733385,3.204424506661589,3.769911184307752,2.5761059759436304,3.392920065876977,5.026548245743669,1.5707963267948968,3.518583772020569,4.084070449666731,4.838052686528282,4.335397861953915,4.523893421169302,1.1309733552923256,2.450442269800039,4.900884539600078,3.9584067435231396,2.261946710584651,0.4398229715025711,3.1415926535897936,3.7070793312359562,5.215043804959057,3.6442474781641603,1.9477874452256718,5.843362335677016,0.0,2.6389378290154264,2.8902652413026098,6.031857894892403,5.717698629533424,5.906194188748811,5.403539364174445,4.209734155810323,5.277875658030853,2.7017696820872223,1.8221237390820801,3.330088212805181,5.340707511102649,5.089380098815465,1.1938052083641215,1.4451326206513049,4.461061568097507,0.5026548245743669,0.12566370614359174,0.06283185307179587,4.0212385965949355,2.0734511513692637,4.1469023027385274,2.199114857512855,4.586725274241099,6.220353454107791,1.2566370614359172,4.272566008882119,5.7805304826052195,4.649557127312894,1.6336281798666925,3.0787608005179976,3.455751918948773,1.6964600329384885,1.5079644737231008,0.8168140899333463,2.1362830044410597,0.6283185307179586,2.324778563656447,1.3194689145077132,5.529203070318037,4.71238898038469,2.0106192982974678,0.25132741228718347,4.39822971502571,2.8274333882308142,0.7539822368615504,6.094689747964199,2.9530970943744057,0.5654866776461628,1.0053096491487339,3.0159289474462017,5.592034923389832,0.6911503837897546,5.6548667764616285,5.152211951887261,4.775220833456486,1.7592918860102844,5.969026041820608,4.9637163926718735,3.832743037379548,3.5814156250923643,0.1884955592153876,2.5132741228718345,1.3823007675795091,2.387610416728243,0.3141592653589793,6.157521601035995,0.942477796076938
0.001,0.0022816435801608875,-0.6188122938748848,2.7627937110081118,3.9380399741674332,0.902638929198658,1.0657676700767602,5.450893006649474,0.36338324754551904,1.8689267294156078,3.303285314658173,3.2380456195023575,3.7825918155128817,2.596518210439561,3.380522806980834,5.050506974771963,1.5723291111347277,3.5004337946690534,4.108758296254786,4.810747299074036,4.364604042480488,4.535193090036897,1.115324163650174,2.463549362116963,4.8945381295311785,3.92374265655745,2.2814928169485467,0.44292474845973934,3.1023288439815584,3.7055309297530927,5.195664685232288,3.6016234598287484,1.9531682332854579,5.848141318469651,0.015832333800468387,2.618343750589524,2.87086423575267,6.022167178925866,5.706485337779651,5.866956736386222,5.375824637784334,4.22845363213816,5.299136480991241,2.7051883185370946,1.8205464654066394,3.334041044615787,5.371828480926494,5.046038698763009,1.1833810679220187,1.443744563926759,4.535417562761725,0.5248284265592851,0.11158130764186333,0.01634099856449403,4.021763668838251,2.1111762852249507,4.1612512960683405,2.178816723561051,4.598596881572079,6.247223331768374,1.1965827209214057,4.2892941342614055,5.801421553797362,4.697212814078864,1.6125107974893376,3.09797599161505,3.4663105011081656,1.68206454467398,1.5230226531260878,0.8145053109415001,2.115207028059661,0.634558678992849,2.295032162555577,1.3809006738566365,5.531393881896556,4.7240904321086115,2.0176000733143056,0.25541915717860864,4.412572023179179,2.790058725808862,0.691480088013649,6.082863721249139,2.9157656522451583,0.5474565651983729,0.9995819895279077,3.068246280515629,5.575467672734268,0.7170570839959144,5.669029840409402,5.150471592706914,4.756886650535464,1.7854731985316001,6.015059868948462,4.9804244449216775,3.822105335092937,3.587090900599255,0.19905512996731806,2.549489949527653,1.4525761003536688,2.3719901215177814,0.3054641114101967,6.1576432446110845,0.9147330577293222
0.011000000000000003,0.010901704584915808,1.41782534115079,2.821559347244315,3.8323861265592103,0.8452485978500865,1.0998683475788489,5.720503753074015,0.4364036984918089,1.7979213806866723,3.262961675448171,3.319425404156005,3.8008406976135602,2.6527015747369327,3.495170550157201,5.0759484070047645,1.5825161740715812,3.604007365797537,4.102426048933267,4.66792682460535,4.477085583871161,4.512465469418005,1.070691545817705,2.348041557499662,4.7264099853117685,3.807928842477352,2.2115977936173055,0.5885829986454748,3.120178318306307,3.664207192215566,5.169261285645514,3.606884328013195,2.0483040086144104,5.846942332185072,0.11163880541899779,2.576983169996867,2.818754168507591,6.05798989800729,5.785614276935458,5.814296784358424,5.147604843843475,4.304220335725834,5.087791059159191,2.6809503968601174,2.0348797103568526,3.3322095898595436,5.249628430365266,4.967426186233378,1.3040305601552975,1.337860850891601,4.65779162674581,0.4345721898551812,0.16779303155453215,-0.014205078129401976,3.974618206350769,2.1375168244160623,4.0533948404594025,2.1954803593733625,4.688485932619605,6.147026932986288,1.1475277909254502,4.306820095309269,5.724599193797279,4.739370946093369,1.7150340862424918,2.972516141361535,3.355524456312526,1.6631429048862736,1.4249491968719996,0.8702211229007999,2.044563545417499,0.9066465688518436,2.187676471497018,1.4823079223823545,5.536446114095588,4.707187200900416,1.7383272294020864,0.24411547604342665,4.3703874595751095,2.8327128161171906,0.7091460238500601,6.088436556133949,2.814392040447697,0.5987182884449057,0.9500222734631103,3.049193517452585,5.586562962672036,0.5607789160962824,5.742492383966257,5.34971556602244,4.938291185848913,1.720285414640567,6.202247323259939,4.868910351240329,3.828142637412549,3.532277311161557,0.18601233440627293,2.4059772192786006,1.5419694781046576,2.180478323211014,0.22143954408871125,6.212892147034983,1.0181104008226483
0.02100000000000001,0.01862874624903647,1.630983286200721,2.7913658102319494,3.8249689862124527,0.8869850598233877,1.1700850282726447,5.79730701891939,0.29316214670020563,1.7194145307071065,3.2656291098297925,3.3690944400125313,3.6638078652813024,2.7762441947813317,3.4263407456791954,4.961005930793283,1.5879980263123046,3.4927150908635642,4.1148046326072585,4.659000337701774,4.4514643953879265,4.626837971596803,1.1540706248638217,2.4156765557491227,4.653118997282172,3.7621441408518503,2.193509236008754,0.5895729988809577,2.9914574460833983,3.712999127508176,5.12689637550866,3.7519491620701046,1.953895249690065,5.930432794481652,0.13199130702296172,2.50848224490225,2.6458637660676345,6.05457901477803,5.664956146806884,5.71786930705512,4.982859379386727,4.381288035695071,5.126498564838798,2.824355766154183,1.894741272610679,3.259243745546081,5.104741168016505,5.008937202365629,1.3231329056967809,1.3242716914274653,4.593965332118165,0.426459422758942,0.21986669208851645,0.021411774583452663,3.939621625715092,2.2100110449321213,3.9417081487213683,2.1929352260727764,4.671357138006191,6.156627701247428,1.11029323928524,4.364143170440588,5.62009199818167,4.7892694163563245,1.6283399787937596,2.9348222494269023,3.183617294798125,1.7063536936272476,1.4545354099586105,0.8300954439409145,1.9485695904697782,1.1009076023768707,2.0997349915174346,1.4849354466728193,5.641591633307247,4.641525553782823,1.7168810644289212,0.14971594868489685,4.341125515711107,2.8670560955277438,0.8897500356534367,6.12093419932071,2.8309943235375097,0.717186328558318,0.866871130173516,2.9044147775764677,5.603547537739533,0.4826963747887404,5.692471252503319,5.3476797150948965,4.8308205143843015,1.7278781628691822,6.108162707148307,4.904143180396215,3.817354796811961,3.590290701808783,0.238937555166142,2.339872818651475,1.471806606881757,1.979312261914584,0.22036143401585956,6.214657917985492,1.03086239129757
0.03100000000000002,0.02891926553895766,1.6075149399172737,2.6316535178297387,3.778414673495128,0.9218223192594874,1.1029182909596549,5.9402556255174375,0.30621462358483603,1.628747684539264,3.188640945501419,3.4037169724425507,3.6328035636957754,2.7823678740258244,3.3205775206840333,4.867022776333763,1.6300213131924703,3.370863169279982,4.1411186342933375,4.536093790013111,4.513724588608143,4.703316678825888,1.228496477752881,2.534512478929425,4.653016651658591,3.700140678602845,2.184274659415741,0.6173029003250325,3.018537493455489,3.7163382175486155,5.03902450973245,3.7301887257717232,1.861575712643372,5.939019792788025,0.15976842364651805,2.6205643893733814,2.5864331689585973,6.180651075257593,5.708266478034398,5.729097064295427,4.999861169511193,4.407101894223671,5.143757291200524,2.806934552217551,2.018323400645018,3.2571020002291333,5.063584795827439,5.004226853335371,1.300090237496464,1.2115467674424514,4.6076857640906095,0.39687796080383486,0.2853057738146827,0.16617098005079753,3.9374394985838284,2.369712683165968,3.8517986534182564,2.312780969400741,4.64976414128437,6.190888289903591,1.0749180550779822,4.401031070643092,5.56139699090489,4.784592701923654,1.568322543418828,2.9911840926112827,3.085588474113753,1.7149220251036896,1.5882419528529803,0.8763447978964669,1.9581300133125905,1.2667015243893063,2.147676005185482,1.4060053154719268,5.747478483898543,4.885641659066298,1.6861584351336067,0.19999972038397662,4.314099812172159,2.8433400876343504,0.8596167938751129,6.207860036971117,2.7299720817307023,0.6393302229395719,0.8746195629064065,2.869223815333375,5.556110514325137,0.3130100552095423,5.739696225515728,5.355676675376824,4.807269233068513,1.6790532916512404,6.141109605110917,4.8377301686411185,3.8162358063272848,3.589743273324515,0.10308139766189589,2.1651364373469306,1.5748467637528185,1.8713011358220304,0.21859049207906125,6.242837291379407,1.0157069390130502
0.04100000000000003,0.030131684238824445,1.5631254501936729,2.5420419184311207,3.7188518476799772,0.9298295043232763,0.9757427316244434,6.054709477976654,0.31749384323121,1.5401565658100005,3.102497802099101,3.4497686630055933,3.657432654602228,2.7245201686837586,3.3486101864935263,4.869869663342219,1.730753333207036,3.2348720499320964,4.219066661832173,4.4994320161598145,4.508664673338979,4.725603442354699,1.25698368374112,2.6696049997874383,4.571602650869599,3.6812799254094952,2.2660236822939197,0.5920716850978357,2.948633764439645,3.8067067648585287,4.920703030811687,3.666062245666878,1.7995525235834113,6.0882089915839765,0.14639390398729288,2.6420233174955827,2.586452598402122,6.203441208773776,5.738164534526081,5.653111587981068,4.829010321436351,4.385533403394093,5.102538064979189,2.770927383898365,2.1540850228365067,3.2062491936122925,4.864351007252096,5.084934192951329,1.2116093197857885,1.2321448578779999,4.808100647772377,0.3922602612711006,0.2817291862388359,0.07836576690587943,4.016647861765384,2.4205449763867137,3.672792170260297,2.3734423060336063,4.6755110141419385,6.109626978321241,1.0521679087598288,4.384281132521374,5.5934180087243455,4.69091189211626,1.486736632632706,2.8326968224262963,3.1110442367465443,1.767925957620574,1.5847303912899313,0.8669163938516459,1.9238651401230642,1.3332136251588187,1.9603894149563845,1.2985001926936857,5.650484851176235,4.95145156710629,1.7065025029478826,0.21106345700491175,4.31195927115567,2.75520237953873,0.8701906940414421,6.096897317745688,2.7219714900720224,0.6295360462610764,0.9393092737281191,2.742689210413885,5.5023909830616216,0.17664743583049708,5.81093729928533,5.356434830827685,4.902177288202359,1.6359890845574092,6.094632579332864,4.772356361950566,3.791961086766913,3.6228410629861565,0.021259493155202053,2.2450804478048485,1.51759534736132,1.747484744981581,0.1859101463458982,6.278878624106798,1.0240053035472885
0.05100000000000004,0.03598775017995819,1.6747527835491878,2.5166419668013638,3.6161189176284614,0.856760535392152,0.9243009717965507,6.168305788311055,0.2923817917368562,1.566735282181291,3.0976675444140884,3.499723981817926,3.5260510352740555,2.7385053158986787,3.40666901748667,4.8125665086200655,1.6547001895891928,3.1190800934330296,4.157160289830502,4.467566497113262,4.426412544749039,4.575472390984322,1.350826544029732,2.7245768028864554,4.447926279881343,3.6651349835854186,2.2899526549665445,0.7228354597111557,2.975139482415382,3.8055934113035574,4.812671945475975,3.7112628476274456,1.7689873502734383,6.246194023523584,0.1633980469222269,2.6106028820354115,2.6294579900827575,6.138082242570961,5.783287585608316,5.627001804243224,4.890993125302386,4.347013214038844,5.039824550230974,2.807015632870082,2.1413571183285973,3.2549590194163067,4.732064729163654,5.112533121374942,1.2757018555820323,1.2491971643176785,4.93886050628377,0.32799326918119887,0.2381836072191072,0.0537576061620381,4.025805130176798,2.423286252684654,3.6418265856602177,2.281315381107326,4.624585777796447,6.04965856222437,0.9520868191307511,4.525274542405624,5.654068113550314,4.821854175753144,1.5082416800101963,2.794870521225387,2.979811066371088,1.920423344297358,1.5510101207101439,0.9064027972535614,1.8207673679451566,1.4185474367410382,1.9291462176269667,1.3085813223248732,5.621399727917208,5.022584555182155,1.66366462795874,0.16839006608592855,4.266584125761544,2.8938330315679375,0.9940630262150131,6.046494129343086,2.6193237493946944,0.6865461735043852,0.9204815761440509,2.755052344495357,5.493420457528973,0.04500539633422347,5.864735426980889,5.252576339682681,4.926018800044392,1.6671035556071316,6.1801995170108075,4.764280183618362,3.7996881180823516,3.657623960369301,0.04454333165709895,2.14209941971046,1.5416521749270895,1.6276512018693758,0.1926017552180346,6.328877269617217,1.0583004842186403
0.06100000000000005,0.0435275272588477,1.7741284718507155,2.5806839388258718,3.4499950086198563,0.7980762253060845,0.9568545278439049,6.30233847079452,0.336641984577058,1.5486783542421005,3.0969157520014723,3.5488805118301565,3.4747164188393036,2.7832647616812416,3.4590947845405693,4.6452186711473304,1.566441598636007,2.958221105997975,4.109356042205789,4.4446541465889915,4.444529049231414,4.608650732323704,1.4722333828231837,2.7708565930466307,4.468560489553229,3.575447236052085,2.2576578633339217,0.8490996149765389,2.874710037584998,3.764210191696827,4.725033680690053,3.6754006206386807,1.805960531952409,6.306634403966475,0.23041819822123882,2.589896156562308,2.600899939388976,6.163466313245863,5.725922795313151,5.577863576018263,4.885907479497788,4.422513805044264,5.020323962376169,2.794012063797091,2.2980595342753696,3.1213655103575135,4.7131423299695046,5.234985591253019,1.0831299344698295,1.3509883418351936,5.0192431650013125,0.2812416643363399,0.17757606967981304,-0.10506854921402309,3.931329669138118,2.5858723235001873,3.62633251656944,2.3936874868151152,4.588627053516774,6.0413387581579245,0.7563621257720248,4.466301519105127,5.567548824526273,4.769417918987031,1.4335313930358489,2.7524042556666646,2.8696168497951136,1.9171401336755793,1.5590620843105782,0.9868978715160698,1.8014565126807551,1.4651150652311438,1.918073323778518,1.3433402816865452,5.627884214116219,5.047283641536033,1.5413524743030276,0.23286431049143927,4.32381633609354,2.8231081570648326,0.972811461585962,6.068586675601688,2.527365587414537,0.7537934326095368,1.018335270337643,2.6712386199289475,5.4334916670907365,0.07786130925252266,5.762674154564873,5.175274314388375,4.849082180741091,1.7374587538786155,6.3024390215246955,4.714453173594487,3.8430921949985706,3.7262343929427297,-0.0148133675251198,1.9884769468952865,1.6001552873512332,1.4536137311923598,0.1292061814231361,6.373337264486623,1.0381905696710072
0.07100000000000005,0.06135017894768788,1.7594429587091611,2.641811982343142,3.2874006202427335,0.8151485133927555,1.0065550177129445,6.360824061997403,0.3609504458955429,1.6881225838889946,3.041688905480111,3.5056164117533006,3.3824663082307778,2.818668765504843,3.4437622841236544,4.56116963383451,1.6178892170020844,2.9145064177579645,4.085204527094277,4.37176184896323,4.515240357340784,4.631072079079414,1.436457556725442,2.7152512541408003,4.367389709105793,3.522599845496326,2.2165886726182427,0.9898032047778074,2.864609828179328,3.7295662689060927,4.623737007975172,3.5756153200798013,1.7664968017457532,6.365146578434384,0.26254595028939104,2.548101250061599,2.4842433767283443,6.284044986698495,5.787719490745041,5.634004172054345,4.855395899418492,4.374144416422915,5.036487406443081,2.672358314771394,2.3733548180219484,3.071987005230278,4.688510488312626,5.207447314351608,1.075188611606225,1.2364901479063222,5.037701674772603,0.2721905273447439,0.13621182236267274,-0.1993634787791375,3.868929371841729,2.643183422068855,3.663682957253519,2.3903520654779538,4.581122429718549,6.071811282440496,0.6385136309090721,4.559490076896606,5.519878060746479,4.6756776176314645,1.353495050955569,2.691948764598967,2.795200851636278,1.9153227082577362,1.3925844449014244,1.1290007518784486,1.751056024978374,1.666257620323829,1.9230111951146625,1.4219358185589386,5.726940762395983,5.232009996337189,1.4091404240663337,0.30096381664881827,4.214186101027188,2.9002085139635696,1.0113242978993362,6.202238913592185,2.438430251322671,0.7234287280087852,0.9884157216377989,2.646468091001151,5.3675906370917525,0.038608402209551015,5.761812688624227,5.128687843434984,4.962251364267175,1.6110730594136553,6.273898722132787,4.674659260105556,3.803853523958927,3.8203919180881596,0.06759670688761246,1.94858858843126,1.6918602359401513,1.395966495842449,0.17935476805571068,6.465990169945887,1.128907876934824
0.08100000000000006,0.06511120398334637,1.6934359332786102,2.544509834238243,3.165975542006869,1.0949447941074384,0.9932446716055402,6.377422954122633,0.4423369530629431,1.6466199916205562,3.002715381401977,3.508167223791775,3.309661891023715,2.906371150969537,3.4479378131730485,4.544446446913915,1.678158653247107,2.7586165794811968,4.048370969006535,4.283036643924177,4.622475915446957,4.750579552034407,1.532142072406392,2.8025113104468335,4.2827336437331525,3.441629308188235,2.15734295800469,1.057803700492835,2.940180453071291,3.8827716470574614,4.666129790819737,3.658485873645898,1.7811306125277124,6.370611905870732,0.2500003331576141,2.5879508742202537,2.339164212172926,6.269695853098942,5.708185626579071,5.693041750151847,4.923824487968049,4.37769827351206,4.94332335570057,2.7002609949497534,2.3598541828013495,2.93303853593089,4.722024229836201,5.173884192335414,0.9950581708503353,1.1925081820552441,5.22677999581854,0.04867275981155299,0.052017897134369266,-0.2867877411744565,3.876483647125149,2.7006129961670893,3.4841668090616533,2.315417952060631,4.595614283719002,5.936951067751911,0.5510717470053857,4.66611570423241,5.624000065014405,4.8458447766341735,1.2252436789023928,2.704566351806733,2.572135640295566,1.9741865703688646,1.4931191434634008,1.2354314814071357,1.6615485661227598,1.822717329338909,1.9084536525911986,1.4957766395593608,5.812499013264137,5.259135286500652,1.3792856754549967,0.14351866038546307,4.17136099425941,2.7359837960502413,1.0759021816513714,6.231612309778699,2.567972268209914,0.8025698059702233,1.0484312916775271,2.728632636268849,5.355046407141611,-0.02639598708817649,5.859039965668118,5.170411743328053,4.941762511615056,1.5493783190505352,6.217408524520666,4.688532705927373,3.79388935647659,3.9221884542798193,-0.014025485814464604,1.923019663165925,1.670972573091584,1.3362977739673874,0.08669270635346955,6.591833556184003,1.2566601810784812
